NAME,TICKER,COUNTRY,ICB,INDUS,SUP SEC,SEC,SUB SEC
AK Steel Holding Corp.,AKS,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Briggs & Stratton Corp.,BGG,United States,3722,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Durable Household Products
Empire District Electric Co.,EDE,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Laclede Group Inc.,LG,United States,7573,Utilities,Utilities,Gas, Water & Multiutilities,Gas Distribution
M.D.C. Holdings Inc.,MDC,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
MGIC Investment Corp.,MTG,United States,8779,Financials,Financial Services,Financial Services,Mortgage Finance
Monster Worldwide Inc.,MWW,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Government Properties Income Trust,GOV,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
Anworth Mortgage Asset Corp.,ANH,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Calgon Carbon Corp.,CCC,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
Redwood Trust Inc.,RWT,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
KapStone Paper & Packaging Corp.,KS,United States,1737,Basic Materials,Basic Resources,Forestry & Paper,Paper
Post Holdings Inc.,POST,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Blount International Inc.,BLT,United States,3722,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Durable Household Products
CNA Financial Corp.,CNA,United States,8532,Financials,Insurance,Nonlife Insurance,Full Line Insurance
Deltic Timber Corp.,DEL,United States,1733,Basic Materials,Basic Resources,Forestry & Paper,Forestry
DineEquity Inc.,DIN,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Boston Beer Co. Cl A,SAM,United States,3533,Consumer Goods,Food & Beverage,Beverages,Brewers
Armour Residential REIT Inc.,ARR,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Fortuna Silver Mines Inc.,FSM,Canada,1779,Basic Materials,Basic Resources,Mining,Platinum & Precious Metals
Asbury Automotive Group Inc.,ABG,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Jones Group Inc.,JNY,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Prestige Brands Holdings Inc.,PBH,United States,4577,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sturm Ruger & Co.,RGR,United States,2717,Industrials,Industrial Goods & Services,Aerospace & Defense,Defense
Texas Industries Inc.,TXI,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Delphi Automotive PLC,DLPH,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Astoria Financial Corp.,AF,United States,8355,Financials,Banks,Banks,Banks
American Axle & Manufacturing Holdings Inc.,AXL,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Greif Inc. Cl B,GEF/B,United States,2723,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging
Office Depot Inc.,ODP,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Orbital Sciences Corp.,ORB,United States,2717,Industrials,Industrial Goods & Services,Aerospace & Defense,Defense
RPC Inc.,RES,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Clearwater Paper Corp.,CLW,United States,1737,Basic Materials,Basic Resources,Forestry & Paper,Paper
K12 Inc.,LRN,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
AMCOL International Corp.,ACO,United States,1775,Basic Materials,Basic Resources,Mining,General Mining
Cubic Corp.,CUB,United States,2717,Industrials,Industrial Goods & Services,Aerospace & Defense,Defense
Hersha Hospitality Trust Cl A,HT,United States,8677,Financials,Real Estate,Real Estate Investment Trusts,Hotel & Lodging Real Estate Investment Trusts
Lindsay Corp.,LNN,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Provident Financial Services Inc.,PFS,United States,8355,Financials,Banks,Banks,Banks
Ryland Group Inc.,RYL,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Steelcase Inc. Cl A,SCS,United States,3726,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings
Tetra Technologies Inc.,TTI,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Pandora Media Inc.,P,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
China Eastern Airlines Corp. Ltd.,CEA,China,5751,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines
California Water Service Group,CWT,United States,7577,Utilities,Utilities,Gas, Water & Multiutilities,Water
Korn/Ferry International,KFY,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Koppers Holdings Inc.,KOP,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
EnPro Industries Inc.,NPO,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Pep Boys-Manny Moe & Jack,PBY,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
PHH Corp.,PHH,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
Symetra Financial Corp.,SYA,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Cato Corp. Cl A,CATO,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Dycom Industries Inc.,DY,United States,9578,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment
KB Home,KBH,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Nordic American Tankers Ltd.,NAT,United States,2773,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation
Parker Drilling Co.,PKD,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
A.F.P. Provida S.A.,PVD,Chile,8771,Financials,Financial Services,Financial Services,Asset Managers
Crexus Investment Corp.,CXS,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Banco Macro S.A.,BMA,Argentina,8355,Financials,Banks,Banks,Banks
Cincinnati Bell Inc.,CBB,United States,6535,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications
Evercore Partners Inc. Cl A,EVR,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Knoll Inc.,KNL,United States,3726,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings
La-Z-Boy Inc.,LZB,United States,3726,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings
Opko Health Inc.,OPK,United States,4573,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology
Patriot Coal Corp.,PCX,United States,1771,Basic Materials,Basic Resources,Mining,Coal
Generac Holdings Inc.,GNRC,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Unisys Corp.,UIS,United States,9533,Technology,Technology,Software & Computer Services,Computer Services
Wabash National Corp.,WNC,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
American Equity Investment Life Holding Co.,AEL,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Meritor Inc.,MTOR,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Vector Group Ltd.,VGR,United States,3785,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco
CEC Entertainment Inc.,CEC,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Comstock Resources Inc.,CRK,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Heico Corp.,HEI,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
Quicksilver Resources Inc.,KWK,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Navigant Consulting Inc.,NCI,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Newpark Resources Inc.,NR,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Oxford Industries Inc.,OXM,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Pennsylvania Real Estate Investment Trust,PEI,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Spectrum Brands Holdings Inc.,SPB,United States,3724,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Nondurable Household Products
Tennant Co.,TNC,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Freescale Semiconductor Holdings I Ltd.,FSL,United States,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
Marriott Vacations Worldwide Corp.,VAC,United States,5753,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels
Insperity Inc.,NSP,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Cellcom Israel Ltd.,CEL,United States,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
Glatfelter,GLT,United States,1737,Basic Materials,Basic Resources,Forestry & Paper,Paper
Nelnet Inc. Cl A,NNI,United States,8773,Financials,Financial Services,Financial Services,Consumer Finance
RTI International Metals Inc.,RTI,United States,1755,Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals
RadioShack Corp.,RSH,United States,5379,Consumer Services,Retail,General Retailers,Specialty Retailers
Renren Inc. Cl A,RENN,China,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
American States Water Co.,AWR,United States,7577,Utilities,Utilities,Gas, Water & Multiutilities,Water
Belo Corp. Series A,BLC,United States,5553,Consumer Services,Media,Media,Broadcasting & Entertainment
Cohen & Steers Inc.,CNS,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
First Potomac Realty Trust,FPO,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
Graphic Packaging Holding Co.,GPK,United States,2723,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging
Pinnacle Entertainment Inc.,PNK,United States,5752,Consumer Services,Travel & Leisure,Travel & Leisure,Gambling
Adecoagro S.A.,AGRO,United States,3573,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing
ACCO Brands Corp.,ABD,United States,3724,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Nondurable Household Products
AVX Corp.,AVX,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Aircastle Ltd.,AYR,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
Employers Holdings Inc.,EIG,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Hanger Orthopedic Group Inc.,HGR,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Horace Mann Educators Corp.,HMN,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Desarrolladora Homex S.A.B. de C.V.,HXM,Mexico,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Inland Real Estate Corp.,IRC,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Kenexa Corp.,KNXA,United States,9537,Technology,Technology,Software & Computer Services,Software
TrueBlue Inc.,TBI,United States,2793,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies
Meritage Homes Corp.,MTH,United States,3728,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Home Construction
Stepan Co.,SCL,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
U.S. Cellular Corp.,USM,United States,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
Advantage Oil & Gas Ltd.,AAV,Canada,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Ethan Allen Interiors Inc.,ETH,United States,3726,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings
Indosat,IIT,Indonesia,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
Mechel OAO,MTL,Russia,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Tootsie Roll Industries Inc.,TR,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Quanex Building Products Corp.,NX,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
American Assets Trust Inc.,AAT,United States,8674,Financials,Real Estate,Real Estate Investment Trusts,Diversified Real Estate Investment Trusts
Albany International Corp. Cl A,AIN,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Materion Corp.,MTRN,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Interline Brands Inc.,IBI,United States,2797,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers
LSB Industries Inc.,LXU,United States,1353,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
National Financial Partners Corp.,NFP,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Green Dot Corp. Cl A,GDOT,United States,8773,Financials,Financial Services,Financial Services,Consumer Finance
Lone Pine Resources Inc.,LPR,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Western Alliance Bancorp.,WAL,United States,8355,Financials,Banks,Banks,Banks
